"","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"998",31,"F","United States","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"999",32,"M","United Kingdom","No","No","No","Rarely","500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No"
"1000",27,"M","Sweden","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"1001",25,"M","United States","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"1002",42,"M","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"1003",34,"M","United States","No","Yes","Yes","Often","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"1004",26,"F","United States","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes"
"1005",35,"M","United Kingdom","No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","Yes","Yes"
"1006",34,"M","United Kingdom","No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Yes","No","No","Yes","No"
"1007",38,"M","United States","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"1008",34,"M","United States","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"1009",39,"M","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"1010",44,"F","United States","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No"
"1011",40,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No"
"1012",33,"F","United States","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No"
"1013",24,"F","United States","No","Yes","No","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"1014",38,"F","United States","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"1015",31,"M","United States","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Yes","No"
"1016",23,"M","Israel","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"1017",26,"F","United States","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"1018",46,"F","United States","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","No","Yes"
"1019",30,"M","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1020",25,"M","United States","No","No","No","Rarely","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Yes","Don't know","Yes"
"1021",19,"M","Canada","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","No","No"
"1022",30,"F","United States","No","Yes","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","No","Yes"
"1023",32,"M","United States","No","No","No","Never","6-25","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"1024",32,"M","United Kingdom","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No"
"1025",37,"M","United States","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"1026",42,"M","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"1027",25,"F","United States","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","No","Yes","No"
"1028",19,"M","United States","No","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"1029",40,"F","United States","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"1030",34,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No"
"1031",26,"M","United States","No","Yes","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"1032",31,"M","United States","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"1033",40,"M","United States","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No"
"1034",31,"F","United States","No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Yes","No","Yes"
"1035",36,"M","United States","No","No","No","Never","100-500","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","Yes"
"1036",35,"M","Canada","No","Yes","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No"
"1037",26,"M","Australia","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No"
"1038",44,"M","United States","No","No","No",NA,"More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No"
"1039",34,"F","United States","No","No","No","Sometimes","1-5","No","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"1040",35,"M","United States","No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"1041",28,"F","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","No","No"
"1042",33,"M","United States","No","No","No",NA,"6-25","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"1043",40,"M","United States","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"1044",26,"M","United States","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1045",29,"F","United Kingdom","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","No","Yes"
"1046",26,"F","Canada","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1047",33,"M","Italy","No","Yes","Yes","Sometimes","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"1048",28,"M","Brazil","No","Yes","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","Yes"
"1049",41,"M","United States","Yes","No","Yes","Often","1-5","Yes","No","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Some of them","No","No","Yes","Yes"
"1050",39,"M","United Kingdom","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","Yes"
"1051",26,"F","United States","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
"1052",23,"F","United States","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","No","No"
"1053",35,"M","Switzerland","No","Yes","Yes","Often","More than 1000","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No"
"1054",36,"M","United States","No","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"1055",42,"M","United States","No","No","No","Rarely","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"1056",39,"M","United States","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"1057",27,"M","United States","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"1058",33,"M","United States","Yes","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","No","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"1059",31,"M","Canada","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1060",28,"F","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","Don't know","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Yes","Don't know","No"
"1061",29,"F","United States","No","No","Yes","Often","More than 1000","Yes","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"1062",27,"M","United States","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","No"
"1063",44,"M","United States","Yes","No","No","Never","1-5","Yes","Yes","Don't know","No","No","No","Yes","Somewhat difficult","No","No","No","No","No","No","Don't know","No"
"1064",25,"M","United States","No","No","Yes","Often","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1065",24,"M","Germany","No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Don't know","No"
"1066",25,"M","South Africa","No","Yes","Yes","Often","6-25","No","No","Don't know","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
"1067",34,"M","United States","No","No","No","Never","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","No"
"1068",26,"M","United States","No","No","No","Never","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","Don't know","No"
"1069",48,"M","United States","No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"1070",34,"M","Greece","No","No","No",NA,"26-100","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","No"
"1071",39,"F","United States","No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No"
"1072",43,"M","United States","No","No","No","Sometimes","More than 1000","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"1073",41,"M","United States","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","Yes"
"1074",25,"M","United States","No","No","No","Never","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"1075",31,"M","United States","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
"1076",40,"M","United States","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","No","Yes"
"1077",43,"M","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"1078",27,"F","United States","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes"
"1079",37,"F","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"1080",32,"M","Netherlands","Yes","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Yes","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","No"
"1081",25,"M","United States","No","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","No","Yes","Yes","No","Maybe","No","No"
"1082",29,"M","Netherlands","No","Yes","Yes","Often","1-5","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Very difficult","No","Maybe","Yes","Yes","Maybe","No","Yes","No"
"1083",30,"F","United States","No","Yes","Yes","Often","More than 1000","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No"
"1084",34,"F","Canada","No","Yes","Yes","Often","26-100","No","No","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No"
"1085",32,"M","United Kingdom","No","Yes","Yes","Sometimes","1-5","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No"
"1086",37,"M","Germany","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"1087",41,"M","Germany","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No"
"1088",38,"M","United States","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No"
"1089",32,"M","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"1090",28,"F","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"1092",43,"M","United States","No","Yes","No","Never","100-500","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"1093",32,"M","United States","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","No","Yes","No","No"
"1094",25,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","No","No","No","No","No","Yes","No"
"1095",37,"M","United States","No","No","Yes","Sometimes","100-500","No","Yes","Yes","No","No","Yes","Yes","Very easy","No","No","No","Yes","No","No","Yes","No"
"1096",36,"M","United States","Yes","No","Yes","Sometimes","1-5","No","No","No","Yes","No","No","No","Very difficult","No","No","No","No","No","No","No","Yes"
"1097",24,"M","United States","No","Yes","Yes","Rarely","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"1098",40,"M","United States","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"1099",29,"M","United States","No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","Yes","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"1100",43,"M","United States","No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Some of them","No","No","Yes","No"
"1101",29,"M","United States","No","No","No",NA,"6-25","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"1102",26,"M","United States","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"1103",33,"F","Canada","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","Maybe","No","Yes"
"1104",35,"F","United States","No","Yes","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Some of them","No","No","Yes","No"
"1105",45,"M","United States","No","No","No","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No"
"1106",25,"M","United States","No","No","Yes","Rarely","6-25","Yes","Yes","No","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"1107",50,"M","France","Yes","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No"
"1108",26,"M","Australia","No","Yes","Yes","Rarely","26-100","No","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"1109",33,"F","United States","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"1110",30,"M","India","No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"1111",33,"M","Croatia","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"1112",29,"M","France","No","No","Yes","Often","6-25","No","Yes","Yes","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","Yes","No","No"
"1113",37,"M","Germany","No","No","No",NA,"6-25","Yes","Yes","No","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Yes","Don't know","No"
"1114",25,"M","United States","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"1115",40,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"1116",24,"M","Canada","No","No","No","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Maybe","Don't know","Yes"
"1117",40,"M","United Kingdom","No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Maybe","Don't know","No"
"1118",46,"M","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
"1119",38,"M","United States","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","No","Yes","No","Yes","Don't know","No"
"1120",34,"M","United States","No","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"1121",32,"M","United Kingdom","Yes","No","Yes","Rarely","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes"
"1122",44,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No"
"1123",33,"F","United Kingdom","No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"1124",45,"F","United States","No","No","Yes","Rarely","26-100","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"1125",35,"M","United States","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","No","No","No","Yes","No"
"1126",26,"M","Germany","Yes","Yes","Yes","Often","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Yes","No","Yes"
"1127",20,"F","United States","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"1129",37,"M","Netherlands","No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"1130",28,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No"
"1131",42,"F","United States","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","No"
"1132",32,"M","United Kingdom","No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","Yes"
"1133",36,"F","United States","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","No","No","No","Don't know","No"
"1134",27,"M","New Zealand","No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes"
"1135",27,"M","New Zealand","No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes"
"1136",27,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","Maybe","Maybe","No","No"
"1137",25,"M","United Kingdom","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"1138",41,"M","United Kingdom","No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"1139",23,"M","Germany","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
"1140",21,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"1141",26,"M","Moldova","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"1142",29,"M","Sweden","No","No","No","Rarely","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","Yes","Don't know","Yes"
"1143",28,"M","Belgium","No","No","No","Sometimes","More than 1000","No","No","No","No","No","No","Don't know","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","Yes"
"1144",27,"F","United Kingdom","No","Yes","No",NA,"More than 1000","No","No","No","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Yes","Yes","No"
"1145",23,"M","Israel","No","No","No","Never","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Yes","Yes","No"
"1146",26,"F","United States","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"1147",38,"M","United Kingdom","No","Yes","Yes","Sometimes","1-5","No","Yes","No","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"1148",39,"M","United Kingdom","No","Yes","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Very easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Yes","No"
"1149",35,"M","United States","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","No","No","Some of them","No","Yes","Don't know","No"
"1150",32,"M","United States","No","No","No","Rarely","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"1151",32,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes"
"1152",26,"M","United Kingdom","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No"
"1153",38,"M","Canada","No","Yes","Yes","Rarely","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","No","No"
"1154",34,"F","United Kingdom","No","Yes","No","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"1155",39,"M","United States","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"1156",32,"M","Canada","Yes","No","No","Never","6-25","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
